,0
0,100.0
1,61.626227395264365
2,45.47617027987512
3,29.703537151486987
4,7.527970201417973
5,3.205108685242828
6,2.255689953876061
7,1.2562923135682464
8,1.047629381862821
9,1.2281081823534412
10,2.0122767107108026
11,2.295398151020887
12,1.747537379540366
13,1.3779971899238554
14,0.703770335721185
15,1.2369316283590206
16,1.933957163903097
17,1.626271001656115
18,2.7791925635136954
19,1.9600687921606976
20,1.056899705548908
21,1.26839835485011
22,1.2931741842140756
23,1.4944909804863329
24,1.1532348404877026
25,1.1512053560848172
26,1.6310177738409113
27,1.8082570246631555
28,1.773133782219212
29,1.2528470552552167
30,1.379541780312385
31,1.5337399998413082
32,0.8456530725223921
33,1.7123702708803197
34,0.8202512732047098
35,0.732577628482779
36,1.347448721703066
37,2.03330566512929
38,1.0861012229116094
39,0.7005136267225872
40,0.6700582773560232
41,0.44817257089454904
42,0.8497878686052347
43,0.5425812606769388
44,0.4534236422303219
45,0.953711735243561
46,1.0673528771238598
47,0.9009411621968767
48,0.4431616652194166
49,0.4317635408638199
50,0.25765592528216313
51,0.1142945452832487
52,0.05714727264162435
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
